class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
,[ 0.45879641  0.04532224 -0.12134554  0.98155522],[ 0.47317696 -0.00456204 -0.12416492  0.98746163],[ 0.48521414 -0.00520548 -0.12427358  0.98867589],[ 0.4962793  -0.00610933 -0.12481068  0.9890312 ],[ 0.44858998 -0.00369293 -0.1118806   0.98689026],[ 0.43873611 -0.00363423 -0.11171826  0.9848724 ],[ 0.4273023  -0.00342543 -0.11194775  0.98497903],[ 0.52886808  0.00960911 -0.01043321  0.99384224],[0.4125677  0.0063856  0.05267508 0.99115705],[ 0.48986667  0.0675576  -0.0674923   0.9978267 ],[ 0.44691461  0.06736804 -0.04778648  0.99761647],[0.63304538 0.17374717 0.03740343 0.99763495],[0.35198325 0.19013327 0.09998851 0.99820328],[0.61159462 0.40097645 0.17677936 0.70456177],[0.31496531 0.4830406  0.20019782 0.80339271],[0.63501287 0.43522575 0.18238562 0.37746155],[ 0.22734468  0.68410867 -0.01856486  0.67267621],[0.63424748 0.47002488 0.17521499 0.37658876],[ 0.24306288  0.73465043 -0.04547843  0.68238789],[0.60937339 0.41819456 0.15423706 0.4028824 ],[ 0.19233617  0.72803086 -0.11567374  0.70680708],[0.6087209  0.40452057 0.17679806 0.43019962],[ 0.22563902  0.71950722 -0.05088487  0.72759163],[0.58241069 0.69091433 0.02591398 0.96999884],[ 0.42333564  0.69827503 -0.02581574  0.97028941],[ 0.78504372  0.71696609 -0.19221741  0.77058476],[ 0.49203596  0.8118239  -0.61689067  0.73911041],[ 0.48523611  0.91038632 -0.10968599  0.15353127],[ 0.64703459  0.93321455 -0.35230291  0.17241132],[ 0.44549927  0.88838691 -0.09660555  0.20099016],[ 0.66748148  0.90721887 -0.29792529  0.25038564],[ 0.36138642  1.00491273 -0.10851587  0.0921687 ],[ 0.76600528  0.9995659  -0.33879107  0.1259257 ]
,[ 0.45452356  0.08800314 -0.34774399  0.98317087],[ 0.47220737  0.01825494 -0.33022732  0.98855543],[ 0.48747724  0.01592699 -0.33091995  0.9896124 ],[ 0.50135845  0.01222559 -0.33173156  0.98996687],[ 0.43716416  0.04151692 -0.33342129  0.98807168],[ 0.42293581  0.04176685 -0.33359024  0.98622209],[ 0.40768161  0.04253944 -0.33426809  0.98638421],[ 0.53124851  0.01030297 -0.23566887  0.99427032],[ 0.40623116  0.00791903 -0.1178722   0.99196059],[ 0.4885951   0.09102876 -0.28154784  0.99798524],[ 0.44178939  0.09895899 -0.26396546  0.99781585],[ 0.64854258  0.16267006 -0.03748355  0.99766821],[ 0.34261537  0.18550695 -0.07918315  0.99836493],[0.66846812 0.41445467 0.08125172 0.6658724 ],[0.31399566 0.48667267 0.04735987 0.80592102],[0.63813859 0.46946409 0.19891784 0.34580225],[ 0.22688916  0.68585521 -0.09945033  0.66828322],[0.64029169 0.56703061 0.22394471 0.34688863],[ 0.2342176   0.73508453 -0.11412051  0.67783874],[0.621351   0.5419991  0.1757119  0.37156159],[ 0.18654205  0.72876459 -0.18731131  0.70231259],[0.61090255 0.51040363 0.1896807  0.39836091],[ 0.22378977  0.71912092 -0.12996987  0.72359061],[0.58702648 0.689107   0.02226682 0.97057199],[ 0.42343658  0.69491476 -0.02226855  0.97156274],[ 0.84444219  0.75276333 -0.2903406   0.7703861 ],[ 0.29233974  0.81164098 -0.56944311  0.74175763],[ 0.48053104  0.91506702 -0.22859308  0.15246592],[ 0.64641327  0.91300911 -0.37761754  0.17518944],[ 0.43677408  0.88114792 -0.19503084  0.20076318],[ 0.67337829  0.86692196 -0.32975844  0.25379422],[ 0.3128702   1.01320469 -0.16779158  0.09135357],[ 0.81067306  0.98618501 -0.36815265  0.1282777 ]
,[ 0.4446536   0.09454087 -0.36187038  0.98412108],[ 0.46014467  0.02298672 -0.38706645  0.98913616],[ 0.4766252   0.0213702  -0.38722521  0.99003834],[ 0.49247521  0.01807906 -0.38778776  0.99033999],[ 0.42214623  0.04010129 -0.36129555  0.9888888 ],[ 0.40908799  0.03791621 -0.36119637  0.98722619],[ 0.39588419  0.03549847 -0.36161727  0.98749489],[ 0.52440661  0.01011895 -0.29581687  0.99436855],[ 0.4034434   0.00561913 -0.14359212  0.9926554 ],[ 0.47910601  0.09863973 -0.30295327  0.99806994],[ 0.43511453  0.10320389 -0.25994891  0.99796867],[ 0.65376711  0.13841391 -0.1530854   0.99757713],[ 0.34216255  0.18664899 -0.07153443  0.99846441],[ 0.79800838  0.14046155 -0.24764235  0.67245704],[ 3.13528597e-01  4.89224136e-01 -1.89222963e-04  8.05708110e-01],[ 0.76589233  0.23263685 -0.54374886  0.3282367 ],[ 0.22557673  0.68454254 -0.44113865  0.67674899],[ 0.76999545  0.27290422 -0.58985847  0.32826054],[ 0.21507272  0.73585576 -0.49044198  0.68586725],[ 0.7425276   0.24618228 -0.60081726  0.35180488],[ 0.18446381  0.72963804 -0.5535177   0.71011251],[ 0.73111665  0.24154094 -0.55301058  0.37973714],[ 0.21889658  0.7200467  -0.47280151  0.72989827],[0.59606141 0.68893695 0.01002101 0.96968329],[ 0.42359787  0.69482708 -0.00990569  0.96937275],[ 0.84259862  0.78674996 -0.6199621   0.76588279],[ 0.26221651  0.81297994 -0.58591098  0.73813844],[ 0.47277865  0.95790136 -0.39883158  0.14865002],[ 0.64268094  0.91966832 -0.45947227  0.17217931],[ 0.43552655  0.9228043  -0.35201487  0.1972445 ],[ 0.67185605  0.87547481 -0.41815764  0.24884133],[ 0.30607706  1.04716158 -0.42933232  0.08828404],[ 0.80826795  0.9900493  -0.52269411  0.12494946]
,[ 0.44512057  0.10766669 -0.6013338   0.98552305],[ 0.45870638  0.02506032 -0.62620264  0.99013919],[ 0.47512332  0.02296643 -0.6262762   0.99093312],[ 0.49050871  0.01901854 -0.62700355  0.99121511],[ 0.41135859  0.0512772  -0.59299684  0.98994094],[ 0.39938334  0.05237258 -0.59293211  0.98843628],[ 0.38725093  0.05383378 -0.59322065  0.98869604],[ 0.52080828  0.00954546 -0.52777028  0.99487126],[ 0.400484    0.00685965 -0.36057562  0.99337226],[ 0.4774386   0.10806496 -0.54447919  0.99822414],[ 0.43407911  0.12060514 -0.49627596  0.99815458],[ 0.66203487  0.14257482 -0.35712767  0.99708015],[ 0.34210894  0.18678476 -0.29590222  0.99844402],[ 0.89598912  0.10892476 -0.44820508  0.70092112],[ 0.31290889  0.48950255 -0.3743993   0.78918701],[ 1.03143239 -0.11978798 -0.55158925  0.35207167],[ 0.22410364  0.68393546 -0.79177135  0.65969354],[ 1.07510591 -0.18387009 -0.57753515  0.33666709],[ 0.20432413  0.73533505 -0.83457595  0.67061687],[ 1.0666244  -0.20593284 -0.61541396  0.36056545],[ 0.18360831  0.73031306 -0.89465082  0.69570333],[ 1.04027236 -0.17510904 -0.57504213  0.39599729],[ 0.21667023  0.72021651 -0.82566941  0.71746695],[0.59730589 0.68571448 0.00867405 0.97077084],[ 0.42370883  0.69224989 -0.00856693  0.97049165],[ 0.89149511  0.81107342 -0.60367632  0.77487856],[ 0.25583345  0.815391   -0.57413006  0.73410547],[ 0.47728544  0.93544948 -0.40052232  0.14845145],[ 0.65391308  0.91375172 -0.45040989  0.17327647],[ 0.43822843  0.88288087 -0.35496107  0.19537419],[ 0.68589914  0.86400014 -0.41390333  0.24288872],[ 0.30181959  1.01071799 -0.43912357  0.08786213],[ 0.84537041  0.96682459 -0.53441358  0.1254566 ]
,[ 0.4475576   0.12553188 -0.64404237  0.98655182],[ 0.46066421  0.04789932 -0.66322076  0.99087816],[ 0.47596508  0.03547108 -0.66327983  0.99158418],[ 0.4914628   0.02838222 -0.66406053  0.99185479],[ 0.41385093  0.06517188 -0.63706851  0.99072003],[ 0.40144664  0.06865501 -0.63700509  0.98935014],[ 0.38897958  0.07245931 -0.63722241  0.98962921],[ 0.52085942  0.00982447 -0.54992992  0.99521083],[ 0.3993091   0.01169722 -0.41555029  0.99395788],[ 0.4801999   0.1262079  -0.58125538  0.99828315],[ 0.43619615  0.13909793 -0.54202294  0.99826807],[ 0.68122846  0.14857654 -0.36277992  0.99675864],[ 0.34137934  0.18770964 -0.32393131  0.99831843],[ 0.89378393  0.1981397  -0.35544321  0.72083229],[ 0.31328303  0.49460459 -0.25366941  0.77613211],[ 1.07452083  0.02442756 -0.4232738   0.35391119],[ 0.2222136   0.68409002 -0.4453299   0.63333768],[ 1.13008463 -0.02248255 -0.40904036  0.33068261],[ 0.19401364  0.73599744 -0.42881531  0.64565706],[ 1.13277078 -0.04984142 -0.54793739  0.35497403],[ 0.17959318  0.73060161 -0.4994216   0.67059135],[ 1.10142505 -0.02515727 -0.52173048  0.39653111],[ 0.20903353  0.72227466 -0.47443047  0.69255131],[0.60123199 0.68391144 0.00213878 0.97027218],[ 0.42339468  0.6924836  -0.00175199  0.96889555],[ 0.8895582   0.80968773 -0.72800243  0.77835172],[ 0.24491203  0.8409465  -0.59282196  0.73672384],[ 0.47996363  0.95535833 -0.44662246  0.14552009],[ 0.643884    0.91786033 -0.41007742  0.17217   ],[ 0.44029737  0.910945   -0.39527786  0.19289353],[ 0.67379701  0.8757568  -0.36782381  0.23949   ],[ 0.30958912  1.03714406 -0.49852595  0.08570538],[ 0.83400524  0.98198831 -0.46612802  0.12308694]
,[ 0.44912514  0.12775669 -0.58958364  0.98681623],[ 0.4624784   0.05186164 -0.60854733  0.99110591],[ 0.47740021  0.03624874 -0.60864633  0.99174744],[ 0.49298722  0.02915587 -0.60940588  0.99206924],[ 0.4165594   0.07134575 -0.58376557  0.9910202 ],[ 0.40394798  0.07527294 -0.58368647  0.98974168],[ 0.39132798  0.07936898 -0.58396471  0.99011976],[ 0.52164167  0.01001741 -0.49917975  0.99524951],[ 0.39879456  0.01472793 -0.37262005  0.99429321],[ 0.48185596  0.13170078 -0.52800691  0.9982233 ],[ 0.43750864  0.14463235 -0.4902615   0.99828845],[ 0.68644464  0.15172763 -0.33588743  0.99635768],[ 0.33940154  0.19030027 -0.28123081  0.99813592],[ 0.87602776  0.24477135 -0.32933241  0.73161113],[ 0.31310105  0.50195861 -0.2268668   0.76433438],[ 1.07848656  0.12881462 -0.32145125  0.34529933],[ 0.21811697  0.6857208  -0.44799668  0.61244833],[ 1.14124656  0.10104261 -0.31953093  0.32024652],[ 0.17822979  0.73638093 -0.45502076  0.62749571],[ 1.14823568  0.07198563 -0.43089122  0.34510997],[ 0.17306484  0.7310136  -0.52491367  0.65269637],[ 1.11345792  0.08960844 -0.38404712  0.39209303],[ 0.20196939  0.72282082 -0.48017687  0.67476666],[ 0.60376012  0.68346626 -0.00142895  0.9678055 ],[0.42317754 0.69320756 0.00194131 0.96463394],[ 0.88851738  0.80625743 -0.748707    0.78009927],[ 0.24021998  0.84859234 -0.58901834  0.74082255],[ 0.47457665  0.96025681 -0.51489413  0.14268643],[ 0.64389998  0.92388803 -0.42252302  0.17139955],[ 0.43413004  0.91853076 -0.46775699  0.18970953],[ 0.67367387  0.87929791 -0.37840003  0.23806144],[ 0.29673219  1.04224741 -0.58160198  0.08339176],[ 0.84080887  0.99306762 -0.48828474  0.12083858]
,[ 0.44991502  0.12938426 -0.45360786  0.98760509],[ 0.46323258  0.05415767 -0.49876851  0.99176234],[ 0.47866645  0.04293299 -0.4987886   0.99232131],[ 0.49449736  0.02435158 -0.49946481  0.99264669],[ 0.41784802  0.07004552 -0.46083632  0.9917233 ],[ 0.40513143  0.07304914 -0.46064791  0.9905268 ],[ 0.3924858   0.07606814 -0.4609651   0.99093395],[ 0.52189082  0.00449148 -0.44470614  0.99558759],[ 0.39793721  0.0139647  -0.24907999  0.99477595],[ 0.48335156  0.13377526 -0.40305734  0.99836797],[ 0.43838096  0.14801279 -0.34738272  0.99843538],[ 0.70923162  0.1527666  -0.28296825  0.99648827],[ 0.33737123  0.19089222 -0.15324181  0.99830037],[ 0.75847387  0.50916541 -0.18310213  0.70442718],[ 0.31055459  0.5108031  -0.12272499  0.77203292],[ 0.79925561  0.61982977 -0.31190225  0.31936345],[ 0.21216159  0.69404811 -0.44210473  0.62408221],[ 0.81238526  0.6749813  -0.32163581  0.30051553],[ 0.17580995  0.73904729 -0.46270531  0.63994259],[ 0.79970825  0.62606329 -0.38105348  0.32480267],[ 0.1635562   0.73325068 -0.52466899  0.66494054],[ 0.7754544   0.60508621 -0.33649591  0.36998039],[ 0.19467074  0.72763771 -0.47268438  0.68587559],[ 6.26523018e-01  6.95391834e-01 -6.12421427e-04  9.63790357e-01],[0.42370433 0.70327908 0.00109087 0.96191341],[ 0.94025648  0.82139558 -0.66963607  0.78555673],[ 0.21737778  0.84741426 -0.58018821  0.74596363],[ 0.48799506  0.96710187 -0.46939191  0.13798827],[ 0.62139738  0.95572728 -0.46274439  0.16580705],[ 0.44457406  0.91885012 -0.42018658  0.18350428],[ 0.65066445  0.9094187  -0.42112145  0.23181914],[ 0.30214632  1.05555999 -0.467004    0.07970101],[ 0.81613332  1.02500093 -0.48604852  0.11574721]
,[ 0.45570055  0.10096326 -0.41194391  0.98623496],[ 0.46811214  0.01040636 -0.44100848  0.99147373],[ 0.48533526  0.0054806  -0.44127122  0.99190378],[ 5.02958000e-01  9.05069755e-04 -4.41943228e-01  9.92382646e-01],[ 0.43337756  0.06124639 -0.40903115  0.99131107],[ 0.42213339  0.06405292 -0.40899068  0.99009079],[ 0.41082439  0.06710006 -0.4094761   0.99083716],[ 5.35055280e-01  6.48380083e-04 -3.59991729e-01  9.95225489e-01],[ 0.39821652  0.01337981 -0.19466405  0.99476594],[ 0.49324816  0.10922609 -0.35771605  0.99836129],[ 0.44281149  0.13806497 -0.30986163  0.99843687],[ 0.71419507  0.15513407 -0.2188786   0.99661434],[ 0.33792683  0.19105473 -0.1317528   0.99838746],[ 0.80939847  0.49662966 -0.23764792  0.70333767],[ 0.31070918  0.5118975  -0.13163963  0.78031087],[ 0.90255678  0.56082833 -0.60589409  0.31269145],[ 0.21033271  0.69564533 -0.47850496  0.63337219],[ 0.93480623  0.59313697 -0.65499866  0.29748559],[ 0.16225144  0.74209744 -0.52686238  0.64815599],[ 0.93547952  0.54613537 -0.71031851  0.3233749 ],[ 0.16207495  0.73699456 -0.60000843  0.67424792],[ 0.90274394  0.53879285 -0.63480508  0.36949152],[ 0.19255061  0.73211545 -0.51625353  0.69486511],[ 0.63121974  0.69998842 -0.00554488  0.95952284],[0.42338887 0.70321441 0.00622795 0.95608401],[ 0.81631404  0.81879991 -0.69706386  0.77800149],[ 0.22402993  0.8373372  -0.57531941  0.74774683],[ 0.47494316  0.99918449 -0.42701954  0.13383506],[ 0.62250853  0.95670372 -0.47408444  0.16942443],[ 0.44249302  0.96327418 -0.37841111  0.17803179],[ 0.65226489  0.91146332 -0.43852964  0.23472436],[ 0.30451357  1.07115245 -0.45117807  0.0779662 ],[ 0.81373864  1.02508926 -0.55874932  0.11900372]
,[ 0.4672842   0.10114656 -0.67509156  0.9875648 ],[ 0.483684    0.0133181  -0.68731761  0.99228686],[ 0.50179064  0.00859357 -0.68742526  0.99267757],[ 0.51925939  0.00200333 -0.68793052  0.99310839],[ 0.44403791  0.05928433 -0.67294842  0.99213374],[ 0.43191257  0.06377907 -0.67287987  0.99103361],[ 0.41930285  0.06644785 -0.67314804  0.99170142],[ 0.54939729  0.00869281 -0.52398908  0.99567735],[ 0.4042936  0.0215646 -0.449076   0.9952544],[ 0.50485998  0.11074061 -0.5927847   0.99851871],[ 0.45181671  0.13930359 -0.57097608  0.9985829 ],[ 0.71179634  0.15664837 -0.34870034  0.99694043],[ 0.34090978  0.19804904 -0.31755725  0.99853021],[ 0.83449632  0.45555875 -0.31299919  0.72938764],[ 0.30982757  0.50539058 -0.35929826  0.7962721 ],[ 0.92421329  0.63587946 -0.5704726   0.36971354],[ 0.21031865  0.6918028  -0.70102584  0.65917903],[ 0.96924865  0.7203207  -0.61874712  0.34995803],[ 0.15870453  0.74076492 -0.76536393  0.67093647],[ 0.92564887  0.70079726 -0.68981636  0.37607861],[ 0.16334191  0.7370804  -0.8459872   0.69613117],[ 0.8961848   0.68783605 -0.60167909  0.42056078],[ 0.19301012  0.73227817 -0.7435779   0.71583235],[ 0.64805478  0.69053656 -0.00544944  0.96167147],[0.43133458 0.69256121 0.00607336 0.95755488],[ 0.82011116  0.71360528 -0.68851364  0.77661997],[ 0.2285434   0.82669371 -0.57677388  0.75786316],[ 0.60183209  1.06420064 -0.44170672  0.14440587],[ 0.57456458  0.99473161 -0.45175338  0.17880064],[ 0.56423104  1.08757079 -0.41260067  0.19909118],[ 0.61558509  0.9755708  -0.40880829  0.24840546],[ 0.56586784  1.19938087 -0.56825387  0.08554044],[ 0.68658751  1.11315393 -0.52349067  0.12481195]
,[ 0.46899858  0.10961621 -0.87033385  0.98878855],[ 0.48817983  0.02562941 -0.88225877  0.99302894],[ 0.50632846  0.01959788 -0.88220119  0.99338555],[ 0.5236792   0.01064861 -0.88240021  0.99377108],[ 0.4468514   0.06051118 -0.86353147  0.9928804 ],[ 0.43443888  0.06355125 -0.8633588   0.99188852],[ 0.42151308  0.06553258 -0.86347115  0.99247557],[ 0.55356461  0.01436602 -0.73127139  0.99609315],[ 0.41062045  0.02793776 -0.63983077  0.99567896],[ 0.50669253  0.12357448 -0.79580486  0.99866086],[ 0.45336729  0.14474112 -0.76821923  0.99871069],[ 0.71167052  0.18114546 -0.53999913  0.99723858],[ 0.34173605  0.19996849 -0.47430071  0.99865341],[ 0.83456928  0.48073083 -0.45887017  0.75496411],[ 0.30922771  0.49254629 -0.47402915  0.81164157],[ 0.9090786   0.776169   -0.62112409  0.427434  ],[ 0.20966025  0.69388664 -0.75223923  0.68601388],[ 0.95467913  0.85154057 -0.66700011  0.40523806],[ 0.15626857  0.74256015 -0.81079018  0.69450647],[ 0.91345453  0.8489756  -0.72892898  0.43057486],[ 0.16333471  0.73810858 -0.88321894  0.71855515],[ 0.88274211  0.82723826 -0.64819109  0.47232947],[ 0.19288465  0.73389733 -0.79238302  0.73658729],[ 0.65381825  0.69460505 -0.00648108  0.96328944],[0.43200955 0.69279414 0.00723682 0.95754868],[ 0.78427136  0.79604518 -0.577573    0.75998896],[ 0.23110279  0.87700182 -0.46355963  0.76127923],[ 0.65753043  1.13681602 -0.1749692   0.15282948],[ 0.41686368  1.10048997 -0.14388981  0.18351738],[ 0.62300229  1.17377234 -0.13958502  0.21808772],[ 0.45798641  1.10974085 -0.11111536  0.25646418],[ 0.68093997  1.29727983 -0.27569801  0.09176587],[ 0.43967032  1.26399434 -0.21653965  0.12462054]
,[ 0.47060338  0.12328363 -0.87868607  0.98988712],[ 0.49017006  0.04439079 -0.88902044  0.99368811],[ 0.50827903  0.037444   -0.88897246  0.99401617],[ 0.52571428  0.03015335 -0.88918746  0.99436069],[ 0.44851288  0.06643681 -0.87034667  0.99354142],[ 0.4361136   0.06678965 -0.87011969  0.99264675],[ 0.42308965  0.06566239 -0.87020141  0.99315858],[ 0.55530798  0.02071679 -0.73946196  0.99646407],[ 0.4136067   0.03153588 -0.64661419  0.99605179],[ 0.50808579  0.1437626  -0.80519915  0.99878585],[ 0.45529598  0.15388519 -0.77719986  0.99881959],[ 0.71079981  0.19275555 -0.54577506  0.99750465],[ 0.34181637  0.20090388 -0.47872037  0.99875957],[ 0.83252907  0.4842428  -0.4546681   0.77791035],[ 0.30932659  0.48975378 -0.46363607  0.82460666],[ 0.90197974  0.78664219 -0.58453935  0.47843865],[ 0.20966503  0.69728005 -0.70784897  0.70938969],[ 0.94632256  0.8584013  -0.62758613  0.4532229 ],[ 0.15623812  0.7471804  -0.76411378  0.71438146],[ 0.90649128  0.856372   -0.68624556  0.47818956],[ 0.16428146  0.74502552 -0.83527887  0.73759151],[ 0.87615758  0.83561713 -0.61084348  0.51793724],[ 0.19332895  0.73712897 -0.74767339  0.75441539],[ 0.65312463  0.69525117 -0.00794491  0.96419847],[0.43211126 0.69326788 0.00886315 0.95686841],[ 0.76637554  0.82468951 -0.52494502  0.74367058],[ 0.2318559   0.88849044 -0.43502337  0.7644307 ],[ 0.65625274  1.16446733 -0.16832526  0.16245046],[ 0.3776055   1.14256549 -0.15490063  0.19234288],[ 0.62350947  1.2051487  -0.13864781  0.23634793],[ 0.41635203  1.16065741 -0.12863022  0.26680219],[ 0.67846882  1.32598436 -0.27874121  0.09787574],[ 0.38600305  1.31017816 -0.24945028  0.1264779 ]
,[ 0.47127408  0.04342635 -0.77754807  0.99084234],[ 0.48841843  0.00146909 -0.86140382  0.99423546],[ 0.50786865 -0.02902144 -0.8598417   0.99455154],[ 0.52529371 -0.02828385 -0.86048019  0.99485123],[ 0.44788289  0.01691031 -0.80735576  0.99408299],[ 0.4356927   0.0212445  -0.80669165  0.9932853 ],[ 0.42323703  0.02552819 -0.80821639  0.99371797],[ 0.55621397  0.00555405 -0.67087436  0.99678999],[ 0.41347885  0.01968558 -0.50085378  0.99638307],[ 0.50911987  0.08575084 -0.68121827  0.99889731],[ 0.45581856  0.1139034  -0.67501742  0.99891686],[ 0.71518332  0.20411734 -0.45138115  0.99773443],[ 0.34172407  0.20301929 -0.36874172  0.99885648],[ 0.8155486   0.53853089 -0.4309577   0.79568261],[ 0.30932063  0.49096957 -0.40602747  0.83424515],[ 0.89750975  0.81630975 -0.69287544  0.5121665 ],[ 0.20895095  0.70062834 -0.83288097  0.72642708],[ 0.95198363  0.88736498 -0.76603889  0.48406568],[ 0.15406696  0.75114113 -0.91473293  0.7293309 ],[ 0.92122155  0.88375074 -0.83528697  0.51104057],[ 0.16383138  0.74520248 -0.98912287  0.75223869],[ 0.88740206  0.86858755 -0.72645384  0.55110538],[ 0.19226786  0.73770082 -0.87840271  0.76738501],[ 0.65181792  0.71832567 -0.01928583  0.96199256],[0.42851147 0.70624942 0.02044083 0.95432073],[ 0.68435621  0.96451247 -0.61178869  0.71335369],[ 0.25992209  0.99114966 -0.44647217  0.75682694],[ 0.61580217  1.36834598 -0.17736566  0.15821913],[ 0.39573359  1.35544777 -0.11750136  0.18735844],[ 0.5766834   1.41829312 -0.14051729  0.23611356],[ 0.42958522  1.38858557 -0.08884422  0.26411825],[ 0.57679856  1.53388858 -0.28562972  0.09492041],[ 0.40039864  1.54144406 -0.2779451   0.12106316]
,[ 0.48582238  0.06899755 -0.80083859  0.99172497],[ 0.51372588  0.03613412 -0.81021452  0.99477053],[ 0.52971184  0.02176015 -0.81019562  0.99506313],[ 0.54541653  0.01786051 -0.81064606  0.99532908],[ 0.46327728  0.03672173 -0.7943818   0.99462533],[ 0.44972181  0.04017427 -0.79411989  0.99390447],[ 0.43613473  0.04036481 -0.79458243  0.99427909],[ 0.56344914  0.02296307 -0.6284489   0.99709553],[ 0.42000794  0.02987807 -0.55316246  0.99670899],[ 0.51915181  0.10375559 -0.71254498  0.99900275],[ 0.46663672  0.12702304 -0.69610101  0.99901593],[ 0.7145859   0.21428615 -0.44381985  0.99795371],[ 0.34082025  0.20782901 -0.3868556   0.99895889],[ 0.8048507   0.55021513 -0.43575573  0.81232846],[ 0.3082473   0.50072914 -0.51879644  0.84528041],[ 0.90338582  0.80517894 -0.70729607  0.55142617],[ 0.20660169  0.70560676 -0.96076632  0.74719316],[ 0.95966417  0.87055057 -0.77375275  0.52242029],[ 0.14959304  0.75814664 -1.04149127  0.74909532],[ 0.93702871  0.8634786  -0.8496834   0.54916322],[ 0.16057558  0.74562734 -1.11736202  0.77080399],[ 0.90451097  0.85007459 -0.74340218  0.58790386],[ 0.18882319  0.73788887 -1.00584865  0.78454864],[ 0.65016162  0.72235203 -0.01767276  0.96265137],[0.42378902 0.7162565  0.01869619 0.95478034],[ 0.67668813  0.94606215 -0.6622526   0.70409572],[ 0.26838818  1.0054307  -0.46598855  0.75878167],[ 0.59800744  1.35160267 -0.34613618  0.16002408],[ 0.42224938  1.34013188 -0.19818331  0.18191472],[ 0.55934137  1.4001658  -0.32382256  0.24586263],[ 0.46061367  1.36852205 -0.16794445  0.26343685],[ 0.57013935  1.52659333 -0.536336    0.09546606],[ 0.42933902  1.52314818 -0.31674382  0.11612613]
,[ 0.48413229  0.06575417 -0.80464822  0.99251223],[ 0.50830477 -0.00491549 -0.81239319  0.99522978],[ 0.52553445 -0.00656409 -0.81255734  0.99551058],[ 0.54180175 -0.00425285 -0.8129977   0.99573517],[ 0.46092248  0.02948427 -0.789424    0.99508709],[ 0.44766599  0.0342059  -0.78922713  0.99444735],[ 0.43439275  0.0158087  -0.78965449  0.99476016],[ 0.56196702  0.01793246 -0.66134793  0.99736714],[ 0.41961703  0.02169363 -0.54708064  0.99700373],[ 0.51782274  0.10118236 -0.73214746  0.99909663],[ 0.46570438  0.12215222 -0.6990391   0.99910372],[ 0.71725047  0.21879509 -0.49025974  0.99814218],[ 0.34081703  0.21145585 -0.39030212  0.99905145],[ 0.80474007  0.55731612 -0.53569257  0.82698262],[ 0.30752864  0.51569492 -0.55914307  0.85367441],[ 0.89804637  0.79780263 -0.86793882  0.58014899],[ 0.20559283  0.71206397 -1.0803721   0.76483256],[ 0.95008433  0.86157668 -0.95322454  0.5495066 ],[ 0.14665839  0.75951153 -1.17573726  0.76616496],[ 0.92759073  0.85952574 -1.02280688  0.57700491],[ 0.15989134  0.74558985 -1.25824106  0.78690082],[ 0.90272874  0.84250349 -0.90371019  0.61577094],[ 0.18888257  0.73825943 -1.13079524  0.79934794],[ 0.64948726  0.72192538 -0.02289127  0.96106964],[0.42373252 0.7169416  0.02420244 0.9547056 ],[ 0.68136829  0.9559651  -0.70598572  0.69702101],[ 0.29098246  0.98971283 -0.5244543   0.76187241],[ 0.59172738  1.38407922 -0.33632529  0.16757292],[ 0.45090589  1.38278031 -0.24526235  0.18786699],[ 0.56389147  1.43451452 -0.30852994  0.26341584],[ 0.49027601  1.42211831 -0.23528743  0.27697536],[ 0.58078992  1.56751227 -0.55791867  0.09750154],[ 0.45872098  1.58155763 -0.48743516  0.11632713]
